,0
23742,Olfr1350
23743,Antxrl
23744,4930453H23Rik
23745,1700036A12Rik
23746,Slc51a
23747,Gm16086
23748,Gm49420
23749,Tspan1
23750,Rnf223
23751,Gm13647
23752,A230020J21Rik
23753,Gm47819
23754,Kif27
23755,Gm34794
23756,Gm12945
23757,Gm50057
23758,Gm44699
23759,Bpifb1
23760,4933402J10Rik
23761,Gm36669
23762,D230030E09Rik
23763,Gm26679
23764,Gm46419
23765,Gm30228
23766,Vmn1r168
23767,Nccrp1
23768,1700029F12Rik
23769,Nkx3-1
23770,Crp
23771,Gm28307
23772,Gm16093
23773,4933438K21Rik
23774,Gm16240
23775,Vmn1r6
23776,Gm43298
23777,Gm16351
23778,Gm48004
23779,Gm49874
23780,4930431F12Rik
23781,Cym
23782,Slc45a2
23783,A230087F16Rik
23784,Pcdhgb1
23785,Gm39214
23786,Sprr1a
23787,Pip5kl1
23788,Gm15841
23789,Gm47531
23790,Asb14
23791,Olfr742
23792,Gm13490
23793,Tex101
23794,Shh
23795,Olfr1477
23796,Gm50329
23797,Ccnb2
23798,Gm14487
23799,Gm26739
23800,Fam240b
23801,Gm47639
23802,Il18bp
23803,Gm4836
23804,Gm17767
23805,Gm49249
23806,Eppk1
23807,Gm35430
23808,Alox15
23809,Rsf1os2
23810,Cyp2s1
23811,Gm2061
23812,Scgb1c1
23813,Ncmap
23814,B020004C17Rik
23815,Gm29895
23816,Gm45507
23817,Gm50212
23818,Gm41118
23819,A830092H15Rik
23820,Epo
23821,Gm30018
23822,Olfr1124
23823,Gm14851
23824,C230066G23Rik
23825,Gm49022
23826,Lmod3
23827,Cnga3
23828,Gm47425
23829,Gm49192
23830,Pax4
23831,Cyp26a1
23832,Gm11027
23833,Gm16084
23834,Gm21083
23835,Gm15911
23836,Gm50396
23837,Gm17108
23838,Gm47849
23839,Epb42
23840,Gm36487
23841,Gm5833
23842,BC049715
23843,C230029F24Rik
23844,Gm3235
23845,Gm45781
23846,Gm45821
23847,Gm5878
23848,Gm21677
23849,Gm31693
23850,Gm3252
23851,Tex24
23852,4930442L01Rik
23853,4930553P18Rik
23854,Slc38a4
23855,Gm36814
23856,Tgm1
23857,Gm47648
23858,Ahsg
23859,Gm29398
23860,Gm14974
23861,Cib4
23862,1700028K03Rik
23863,Gm30893
23864,Zfp551
23865,Vmn2r38
23866,Gm48362
23867,Gm4219
23868,Asmt
23869,Gm29590
23870,Gm31933
23871,4930425L21Rik
23872,Trim71
23873,Gm14820
23874,4930512M02Rik
23875,Gm28323
23876,Gm35439
23877,Gm28306
23878,Pard6b
23879,Slxl1
23880,Plekhg4
23881,Apol8
23882,Gm12204
23883,Sult2a1
23884,Gm16252
23885,Dsg3
23886,Dpep2nb
23887,Cabp5
23888,Gm32224
23889,Vmn1r32
23890,Vmn2r84
23891,Tmc3
23892,Olfr640
23893,Gm15788
23894,Olfr1315-ps1
23895,Gm10550
23896,Gm30695
23897,Gm13749
23898,Lactbl1
23899,Gm50415
23900,Gm12694
23901,1700013G24Rik
23902,Gm16295
23903,Olfr1462
23904,Gm11967
23905,Gm14717
23906,Kir3dl1
23907,Ropn1l
23908,Gm48854
23909,Gm15879
23910,Igkv9-128
23911,Gm26838
23912,Olfr821
23913,Gm43346
23914,Gm10660
23915,Gm48923
23916,Zfp92
23917,Pla2g2e
23918,Zfp558
23919,Gm16364
23920,Rpusd2
23921,Gm26708
23922,Bpifa6
23923,Gm12511
23924,F12
23925,Trim50
23926,4930428E07Rik
23927,4930470G03Rik
23928,A930033M14Rik
23929,Fbxo15
23930,Gm45231
23931,Krt19
23932,Gm47872
23933,Gm47034
23934,Gm45391
23935,Gm42109
23936,Ankle1
23937,Vmn2r23
23938,Gm39204
23939,Tbc1d22bos
23940,Gm12843
23941,Gm30600
23942,C130013H08Rik
23943,Gm26705
23944,Glipr1l2
23945,Olfr1295
23946,Gm47069
23947,F13b
23948,Usp46os1
23949,Mageb16
23950,Gm4651
23951,1700065L07Rik
23952,Gm42555
23953,Slco6d1
23954,Gm14164
23955,Gm49719
23956,Kcne1
23957,5730405O15Rik
23958,D530014G21Rik
23959,Olfr1223
23960,2310015D24Rik
23961,Gm50051
23962,Gm41030
23963,Cstad
23964,Vax2os
23965,4930481B07Rik
23966,Gm13030
23967,Ahnak2
23968,Syce1l
23969,Gm9049
23970,Gm13775
23971,Rbp7
23972,Ly6g
23973,Gm16540
23974,3830432H09Rik
23975,Gm19461
23976,Gm45187
23977,Gm20400
23978,Upk1a
23979,B3gnt4
23980,A830035O19Rik
23981,Gm15351
23982,Gm17333
23983,Olfr332
23984,Gm14471
23985,Olfr1062
23986,Olfr802
23987,Ptchd3
23988,Gm6760
23989,1600002D24Rik
23990,Gm12728
23991,Gm30933
23992,Mst1r
23993,Gm49587
23994,D930030I03Rik
23995,4930524C18Rik
23996,Ccdc142
23997,Gm29128
23998,Xkrx
23999,Gm41031
24000,Gm48653
24001,Gm17324
24002,Fndc11
24003,Ptprtos
24004,Hsd17b2
24005,E530011L22Rik
24006,Gm13874
24007,Gm19990
24008,Gm41206
24009,4933428C19Rik
24010,Neil2
24011,Upb1
24012,4933430I17Rik
24013,E130119H09Rik
24014,Ucp1
24015,6720468P15Rik
24016,Trp53tg5
24017,Gm4737
24018,H2-M5
24019,Gm16381
24020,Gm12631
24021,Gkn1
24022,Gm34370
24023,Ccer2
24024,Gm45304
24025,Gm49580
24026,Actg2
24027,Msantd1
24028,Slc4a11
24029,Gm33450
24030,4930412E21Rik
24031,Oog4
24032,Gm45277
24033,B230398E01Rik
24034,Cyp4a12b
24035,Ccdc154
24036,Gm37963
24037,1700060C20Rik
24038,Gm49466
24039,Gm11192
24040,Pitx1
24041,Gjb5
24042,Mxd3
24043,Gm15932
24044,F11
24045,Gm27209
24046,Gm43660
24047,Gm48684
24048,Gm10823
24049,Isl2
24050,Gm10873
24051,Gm29331
24052,Baat
24053,Adh6a
24054,Chrna9
24055,Gm49838
24056,A430110L20Rik
24057,Mpz
24058,BC055324
24059,Ace
24060,Rtn4rl2
24061,4930557K07Rik
24062,Masp2
24063,Vmn1r38
24064,Gm12111
24065,Gm26676
24066,Gm7137
24067,Thegl
24068,Olfr1080
24069,A230083N12Rik
24070,Ncapg
24071,Gal3st2c
24072,Gm13187
24073,Spink4
24074,Gm28826
24075,Gm49764
24076,Gm42839
24077,Cd72
24078,Ttc34
24079,Olfr52
24080,Gm48301
24081,Fgf7
24082,4933409G03Rik
24083,Gm33525
24084,Allc
24085,Gm20468
24086,Trbj2-5
24087,Gm3924
24088,Myadml2
24089,Gm12279
24090,Hoxb9
24091,Gm48697
24092,4930504C09Rik
24093,Gm29254
24094,BB365896
24095,Htr2b
24096,4930417O13Rik
24097,Rxfp4
24098,Tsga10ip
24099,Gm45406
24100,Prm3
24101,Prps1l3
24102,Gm9926
24103,Gm49871
24104,4930509E16Rik
24105,Gm46400
24106,Gm10845
24107,Vmn1r86
24108,Muc19
24109,Gm45924
24110,Gm49015
24111,Gm44037
24112,Gm28784
24113,Rassf6
24114,4933411K16Rik
24115,Gm1600
24116,Sppl2c
24117,Spint3
24118,Gm15241
24119,Defb34
24120,Nyx
24121,Hmx1
24122,Gm14320
24123,Gm26537
24124,Gm3772
24125,Gm38246
24126,Cilp
24127,B230220B15Rik
24128,AC160336.1
24129,Gm16239
24130,Prl3c1
24131,Gm16170
24132,Xkr8
24133,1700056N10Rik
24134,Gm49700
24135,Gm49064
24136,Gm13372
24137,Gm39326
24138,Gm42797
24139,Zfp473
24140,Gm49560
24141,Cga
24142,Gm29155
24143,Tpsg1
24144,Zfp108
24145,Ces1h
24146,Olfr472
24147,4930404I05Rik
24148,Gm48941
24149,1700112J16Rik
24150,Gm13054
24151,2310005E17Rik
24152,Il7
24153,Gm41715
24154,A1cf
24155,4933438B17Rik
24156,A730049N16Rik
24157,Gm47738
24158,Olfr994
24159,Gm48823
24160,E130008D07Rik
24161,Gm15691
24162,Hist1h2bj
24163,BC023719
24164,Gm16180
24165,Gm29999
24166,Gm43293
24167,Gm5144
24168,C230012O17Rik
24169,B830017H08Rik
24170,AC141477.1
24171,Gm30363
24172,Olfr145
24173,Sult1e1
24174,Tctex1d1
24175,Gm3985
24176,Gm38655
24177,Ftcd
24178,D630008O14Rik
24179,Ankef1
24180,Gm16069
24181,Vmn2r113
24182,Gm50186
24183,1700030J22Rik
24184,Gm38101
24185,Gm10376
24186,Gm47204
24187,Fam221b
24188,Zfp663
24189,A230083G16Rik
24190,Gm33055
24191,Gm47414
24192,Cyp2b23
24193,Sbk3
24194,Pdzd7
24195,A330074K22Rik
24196,Zfp987
24197,Gm28192
24198,Gm36634
24199,Hnf1a
24200,Gm43572
24201,Obox1
24202,Gm29994
24203,Olfr822
24204,Gm47751
24205,Xylb
24206,Abra
24207,Gm28154
24208,Pdzd3
24209,Aqp12
24210,Ltb4r2
24211,Aadacl3
24212,Gm20036
24213,Slc12a1
24214,Gm49691
24215,Kif16bos
24216,Olfr1238
24217,Kif15
24218,Gm35177
24219,E330016L19Rik
24220,Gm4961
24221,Gm40849
24222,Olfr117
24223,Gm45903
24224,Gm5128
24225,Gm15867
24226,Gm49976
24227,Gm47798
24228,Mill1
24229,Vash2
24230,4930474H06Rik
24231,Vmn1r8
24232,Gm40915
24233,Olfr747
24234,Olfr126
24235,AY358078
24236,Vmn2r97
24237,Gm44786
24238,Gm44000
24239,Mgst2
24240,4930542C16Rik
24241,Gm10538
24242,Mroh2a
24243,Gm16341
24244,Mos
24245,4930571N24Rik
24246,Gm43915
24247,Fer1l6
24248,Accsl
24249,Dsg4
24250,Gm48197
24251,Gm34078
24252,Gm45822
24253,Gm33501
24254,D930015M05Rik
24255,Gm17163
24256,Clca3a1
24257,Ccr8
24258,Gm48913
24259,Gm38115
24260,1810012K16Rik
24261,Tktl1
24262,Fate1
24263,A730032A03Rik
24264,Gins2
24265,Asb15
24266,Rhox4a
24267,Trim38
24268,4930480M12Rik
24269,Gm47152
24270,4930557F10Rik
24271,Gm13371
24272,Fbp2
24273,Gm16567
24274,Gm12128
24275,Gm17103
24276,Gm30567
24277,Acsm2
24278,Hist2h2ac
24279,Tchhl1
24280,Crip3
24281,Pcdha1
24282,Gm28163
24283,Gm33831
24284,Bpifb5
24285,Slc5a4a
24286,Gm20753
24287,Ces1b
24288,Gm48933
24289,Gm49542
24290,Ifngas1
24291,Olfr1356
24292,Gm15929
24293,Srrm4os
24294,Gm28940
24295,Gm47698
24296,Gml2
24297,Gm38695
24298,Gm38569
24299,Rnf151
24300,Tdrd5
24301,Esp18
24302,Gm38150
24303,Gm44206
24304,Slc27a2
24305,A830005F24Rik
24306,Gm16249
24307,Gm11638
24308,4933423P22Rik
24309,Gm40621
24310,Lrp8os1
24311,Gp1ba
24312,A730045E13Rik
24313,Olfr301
24314,Dnase2b
24315,Gm43768
24316,8430426J06Rik
24317,Gm43604
24318,Dnajb8
24319,Spaca5
24320,Gm47887
24321,Gm42918
24322,Tmem45a2
24323,Gm27206
24324,Pah
24325,Cpn2
24326,Defb20
24327,Bhlhe23
24328,Gm26810
24329,Vmn1r197
24330,Gm47424
24331,4933425D22Rik
24332,Gm46633
24333,9130230N09Rik
24334,Bfsp1
24335,Gm49964
24336,Tspo2
24337,Gm49768
24338,Ifi44l
24339,Zscan25
24340,Olfr1500
24341,1700001L05Rik
24342,Gm14266
24343,Gm49584
24344,Fam78a
24345,Gm47336
24346,4930562C15Rik
24347,5830432E09Rik
24348,Colec11
24349,4930432L08Rik
24350,F7
24351,Gm38397
24352,Grip1os3
24353,Ccdc169
24354,Gm48503
24355,Gm29122
24356,Gm48610
24357,Gm45699
24358,Olfr354
24359,Trim31
24360,Gm44442
24361,1700087M22Rik
24362,Chn1os1
24363,1810008B01Rik
24364,A530032D15Rik
24365,Gm50103
24366,Gm44767
24367,Spin2c
24368,Gm50016
24369,3110004A20Rik
24370,Gm39321
24371,4930592C13Rik
24372,Gm32338
24373,Otop3
24374,4930447F04Rik
24375,Hoxa2
24376,3110015C05Rik
24377,Ttc36
24378,Creb3l3
24379,Gm29123
24380,Ropn1
24381,Gm11750
24382,Gm14168
24383,Gm48399
24384,Nxnl2
24385,Olfr806
24386,Gm47509
24387,1700095J12Rik
24388,Cers1
24389,4930515L19Rik
24390,Olfr1385
24391,Mrgprg
24392,B430218F22Rik
24393,Gm8633
24394,Sec14l4
24395,Tex48
24396,Gm364
24397,Cela3b
24398,Isx
24399,Gm48911
24400,Slc6a14
24401,Dnah17
24402,Gm10479
24403,1700011D18Rik
24404,Gm28342
24405,Aox2
24406,Ttll10
24407,Tm4sf19
24408,Gm38551
24409,Gm9748
24410,Vmn1r31
24411,Pnpla1
24412,Gm45732
24413,Gm48912
24414,Ibsp
24415,3632454L22Rik
24416,Gm49754
24417,A630023A22Rik
24418,Cyp2c70
24419,Tmem45b
24420,Gm10518
24421,Gm48975
24422,Gm20617
24423,Gm20684
24424,Gm15949
24425,Gm47823
24426,1700016G22Rik
24427,Gm48350
24428,4930564D02Rik
24429,Wdr64
24430,Gm17344
24431,Cldn6
24432,Gm47777
24433,Slc25a54
24434,Gm40922
24435,Ict1os
24436,Gm49116
24437,Vmn2r24
24438,Fgf18
24439,Pou1f1
24440,Magee2
24441,Gm37422
24442,Msln
24443,Gm50232
24444,Opn1mw
24445,Olfr589
24446,4930534H18Rik
24447,1700016C15Rik
24448,Olfr1408
24449,Prl3d2
24450,Gm48707
24451,AI197445
24452,Gm31392
24453,Gm7596
24454,2310001K24Rik
24455,Gm5546
24456,1700034H15Rik
24457,Krtap2-4
24458,Gm45352
24459,BB014433
24460,Noxred1
24461,Pde6b
24462,Pdzk1ip1
24463,Cldn9
24464,Gm29395
24465,Spink12
24466,Pramel5
24467,Lyrm7os
24468,Gm47914
24469,Ceacam20
24470,Gm20163
24471,Gsc2
24472,Gm27194
24473,Gm14496
24474,Lax1
24475,4930579K19Rik
24476,Ccr7
24477,Gm38997
24478,Spaca9
24479,C2cd6
24480,Gm31747
24481,Gm38186
24482,Gm6313
24483,Gm15577
24484,Defa23
24485,Gm16553
24486,Tmed6
24487,Gm26684
24488,Olfr51
24489,Gm48997
24490,4930556J02Rik
24491,1700067P10Rik
24492,Gm10646
24493,Gm26984
24494,Gm36419
24495,Cd5
24496,Olfr620
24497,Lrrc34
24498,Gm26713
24499,Otog
24500,Gm26575
24501,Plin5
24502,Gm34653
24503,Gm49957
24504,Rsph1
24505,Gm26903
24506,Gm5922
24507,Nlrp2
24508,Spata45
24509,4933406P04Rik
24510,Cnksr1
24511,Gm6116
24512,1700027F09Rik
24513,Dalir
24514,Gm47128
24515,Gm41653
24516,A330035P11Rik
24517,Gm47682
24518,Gm26850
24519,Olfr875
24520,Gm44089
24521,Mettl21e
24522,4930543E12Rik
24523,Olfr1204
24524,Klhl31
24525,Gpr152
24526,Gm30771
24527,Cfap161
24528,Bhlha15
24529,Gm49019
24530,Gm16131
24531,Gm11706
24532,Gm29418
24533,Gm31415
24534,Slmapos2
24535,Gm48286
24536,Gm49540
24537,Clcn1
24538,Ccdc7a
24539,Gm26796
24540,Gm9913
24541,Gm26800
24542,Gm10610
24543,1700029B22Rik
24544,Cyp2j5
24545,4931413I07Rik
24546,Gm26597
24547,Fgf23
24548,Gm12147
24549,Gm47407
24550,1700072G22Rik
24551,Lce1a1
24552,Trp73os
24553,Gm15669
24554,Defa17
24555,Gm17233
24556,Gm46332
24557,Gm13972
24558,Olfr1246
24559,Pspn
24560,Pcdhga3
24561,Gm34307
24562,9230020A06Rik
24563,2810457G06Rik
24564,Urad
24565,Gm28979
24566,4921529L05Rik
24567,1810049J17Rik
24568,Gm17477
24569,Gbp2b
24570,Tex50
24571,Scp2d1
24572,Gm47760
24573,Gm2453
24574,C8a
24575,Gm47262
24576,4930579F01Rik
24577,Gm41183
24578,C030017D09Rik
24579,Slc10a2
24580,Sult3a1
24581,1700020M21Rik
24582,Ugt2b36
24583,4933427D14Rik
24584,Oaz3
24585,Wfdc13
24586,Gm48453
24587,A830035A12Rik
24588,Gm37707
24589,Gm49733
24590,Fam25c
24591,Gm44127
24592,Cdkn3
24593,Ctrcos
24594,Gm14718
24595,Gm17168
24596,Ifna5
24597,Gm47350
24598,Prl3b1
24599,Gm28750
24600,Gm15513
24601,Prl6a1
24602,Gm35569
24603,Plekhs1
24604,5530401A14Rik
24605,Olfr808
24606,Erich6b
24607,Gm39383
24608,Bdkrb1
24609,Scgb2b2
24610,Gm17654
24611,Gm12050
24612,Gm38100
24613,Gm4755
24614,Gm2155
24615,3830417A13Rik
24616,Gm47802
24617,Prss44
24618,Meox2
24619,4930502E18Rik
24620,Gm47557
24621,Fcnaos
24622,Gm43566
24623,2600002D14Rik
24624,Gm48213
24625,Gm43623
24626,Gm3633
24627,Kcne2
24628,Gm36594
24629,Pla2g2c
24630,Gm39302
24631,Hist1h3e
24632,Olfr177
24633,1700021N21Rik
24634,Gm20089
24635,Gm10113
24636,Olfr76
24637,Kiss1r
24638,4930558N11Rik
24639,Gm36423
24640,Vmn1r76
24641,Gm39458
24642,4930521E06Rik
24643,Gm48847
24644,Gm43707
24645,Gm49357
24646,Gm42953
24647,Gm15587
24648,Gm47956
24649,Gm8739
24650,Actn3
24651,Gm36843
24652,Gm48387
24653,Unc93a
24654,Gm30124
24655,Gm13849
24656,Gm34418
24657,Olfr93
24658,Gm8897
24659,Ldhal6b
24660,Rhox8
24661,Gm44946
24662,Lrrc30
24663,Gm454
24664,Gm15948
24665,Gm49915
24666,G630064G18Rik
24667,Enpp7
24668,Gm14147
24669,G6pc2
24670,Gm16146
24671,Olfr71
24672,Gm47827
24673,1700061J23Rik
24674,Tcp10b
24675,Zfp59
24676,Catsperb
24677,Gm48342
24678,Gm44696
24679,Cpa4
24680,Angpt2
24681,Gm29680
24682,Gm30938
24683,Triml1
24684,Olfr275
24685,Gm26544
24686,Pbsn
24687,Muc20
24688,Vmn2r73
24689,Gm7544
24690,Gm36787
24691,Olfr805
24692,Gm26629
24693,Gm12898
24694,Gm37912
24695,9230111E07Rik
24696,Gm36831
24697,Gm20421
24698,Timd2
24699,Gm26586
24700,Gm50028
24701,Slc6a20b
24702,C530025M09Rik
24703,Smim31
24704,Pi16
24705,4930480G23Rik
24706,A230072I06Rik
24707,Gm29443
24708,Vmn2r89
24709,Gm12972
24710,Oas1h
24711,Gm40617
24712,Gm19434
24713,Gm26967
24714,Gm48099
24715,Olfr1152
24716,Gm44028
24717,B230217J21Rik
24718,Nfe2
24719,Gm33674
24720,Vmn2r69
24721,Ido2
24722,Gm15200
24723,4933438A12Rik
24724,Gm3137
24725,Dreh
24726,Slc34a1
24727,Gm12472
24728,4931406G06Rik
24729,6530413G14Rik
24730,Cyp3a11
24731,Gm47795
24732,Glipr1l1
24733,Gm44892
24734,Gsdmc3
24735,Mrgprx2
24736,Gm32750
24737,Olfr893
24738,Olfr539
24739,Sftpb
24740,Gm3550
24741,Gm49655
24742,Ccna1
24743,Gm29362
24744,Gm48479
24745,Lingo4
24746,Lipt1
24747,Olfr740
24748,Pfn5
24749,1700022I11Rik
24750,Cdnf
24751,Gm3892
24752,Mip
24753,Fam205a1
24754,Gm48293
24755,Asprv1
24756,Gm17055
24757,Mcm10
24758,Glb1l2
24759,Tex43
24760,Gm49886
24761,Gm47806
24762,Gm15802
24763,Olfr1377
24764,Gm26653
24765,Gm14246
24766,Olfr1341
24767,Gm11769
24768,9230110F11Rik
24769,Alox12b
24770,Gm49685
24771,Chrdl2
24772,Gm12823
24773,Olfr70
24774,Igsf23
24775,Olfr532
24776,Gm7292
24777,Drr1
24778,Gm14696
24779,Gm19719
24780,Gm29797
24781,Ccdc42
24782,Gm10564
24783,Gm33914
24784,Aldh3b3
24785,Gm1965
24786,Mc3r
24787,1700020N15Rik
24788,2310003L06Rik
24789,Hoxaas2
24790,Olfr31
24791,Lrrc27
24792,Guca2a
24793,Gm45723
24794,Gm19276
24795,Tent5b
24796,Cyp2c29
24797,Gm48780
24798,Gm12909
24799,Olfr1342
24800,Pheta2
24801,Gm31818
24802,Vmn1r196
24803,Gm43376
24804,Vmn1r57
24805,Olfr995
24806,Speer2
24807,Gm45580
24808,Espnl
24809,Olfr1504
24810,4930471C04Rik
24811,Vmn2r42
24812,Vmn1r75
24813,Gm3752
24814,Smc1b
24815,Gm48796
24816,Gm43357
24817,Erich5
24818,Sox5os3
24819,Rmrp
24820,Myo1a
24821,Mmp9
24822,Tmem207
24823,Gm29156
24824,Glipr1l3
24825,Vmn1r16
24826,Fam221a
24827,Vmn2r108
24828,Gm44854
24829,Ssxb10
24830,Gm2721
24831,Cpb1
24832,Gm50134
24833,Gm3500
24834,Lipo1
24835,Gm4251
24836,Gm11100
24837,Tmem61
24838,Gm41815
24839,Gm4316
24840,Rtl10
24841,Zfp599
24842,Mtnr1a
24843,Hoxb5os
24844,Acox2
24845,Gm31793
24846,Gm26707
24847,Cyp2c38
24848,Gm45670
24849,Chmp4c
24850,Olfr44
24851,Tbx5
24852,Cyp4f18
24853,Gm15344
24854,Gm28054
24855,Vmn2r124
24856,4933427D06Rik
24857,Gm50350
24858,Ntf5
24859,Capn13
24860,4930527E20Rik
24861,1700029M03Rik
24862,Gm45408
24863,Gm21874
24864,9430097D07Rik
24865,Gm17058
24866,Ppp3r2
24867,Rsph6a
24868,1700045H11Rik
24869,Gm28289
24870,Smc2os
24871,Fancd2os
24872,Klhl41
24873,Gm43846
24874,Zfp184
24875,AU015791
24876,Gm9754
24877,Gpr21
24878,Gm36447
24879,Fgf17
24880,Gm43434
24881,Gm12207
24882,Gm49794
24883,Gm42701
24884,Olfr648
24885,A630031M04Rik
24886,Spag4
24887,4933440M02Rik
24888,4930520O04Rik
24889,Cyp2c23
24890,Cby3
24891,Vmn2r99
24892,Olfr446
24893,3110009F21Rik
24894,Gm45833
24895,Gm29100
24896,Kank4os
24897,Krt18
24898,Gm4208
24899,Evpl
24900,Gm43449
24901,Gm36500
24902,Ighv5-3
24903,Etd
24904,Olfr1167
24905,Gm40477
24906,Cstdc1
24907,Dsg1c
24908,Gm48784
24909,Mup5
24910,Gm14637
24911,Vmn2r31
24912,Olfr410
24913,1700015O11Rik
24914,4930483K19Rik
24915,Tmprss13
24916,Gm47354
24917,Prss33
24918,A430078I02Rik
24919,Gm11752
24920,Olfr466
24921,Gm28340
24922,Parpbp
24923,Fer1l5
24924,Traj16
24925,Fbxw20
24926,Gm20429
24927,Zfp985
24928,Cc2d2b
24929,4930518I17Rik
24930,Gm44730
24931,Lrrc37a
24932,Spdef
24933,Krt26
24934,Plac8l1
24935,Gypa
24936,1700016P04Rik
24937,1700022H01Rik
24938,Ap1m2
24939,Tm4sf20
24940,Adgrg7
24941,Lrrc74a
24942,Gm4814
24943,Pcdhga9
24944,Gm18280
24945,Prickle4
24946,4930579D07Rik
24947,Gm48908
24948,Otor
24949,1700016H03Rik
24950,C330011M18Rik
24951,Olfr868
24952,1700001K19Rik
24953,C530043A13Rik
24954,4930563F08Rik
24955,Gm15046
24956,Prss8
24957,Gm11261
24958,Vmn1r40
24959,Dcstamp
24960,Gm43612
24961,Birc5
24962,9330118I20Rik
24963,Cpxcr1
24964,Gm15337
24965,Gm35097
24966,Dnm3os
24967,Gm28386
24968,4930471D02Rik
24969,Cd207
24970,Gm10814
24971,Gm30043
24972,Gm46378
24973,Fut7
24974,Vmn1r28
24975,Gm50284
24976,Gm29154
24977,Gm8237
24978,Rec114
24979,Gm12798
24980,Ripor3
24981,D430018E03Rik
24982,Gm17215
24983,Itih1
24984,Gm48834
24985,Arf4os
24986,4930544M13Rik
24987,Gm30467
24988,Gm36756
24989,Asb18
24990,Rnf138rt1
24991,Gm47633
24992,4930546K05Rik
24993,Mup6
24994,Gm12784
24995,Gm26560
24996,Iqca1l
24997,Gprin2
24998,Gm20644
24999,Gm49445
25000,Gm37118
25001,Dnajb7
25002,Speer3
25003,Gm16271
25004,Olfr1428
25005,Gm36550
25006,Btnl9
25007,Vmn2r75
25008,Gm884
25009,Prrg4
25010,Ccr10
25011,Slc38a8
25012,Hist1h2bm
25013,Gm4265
25014,Tas2r135
25015,Gm49312
25016,Cyp2b10
25017,Gm29152
25018,Gm21915
25019,Asb9
25020,Calhm1
25021,Gm45502
25022,BC037156
25023,Tcp10c
25024,Gm36201
25025,Gm49468
25026,4930532M18Rik
25027,Timm8a2
25028,Gm8138
25029,Slc22a30
25030,Pfn3
25031,Gm13330
25032,Gm45346
25033,Stra8
25034,Gm49521
25035,Spocd1
25036,Gm43458
25037,Gm47926
25038,Sync
25039,Bpifc
25040,Vmn2r109
25041,Gm45709
25042,Gm3629
25043,Ubd
25044,4930595M18Rik
25045,D6Ertd527e
25046,Gm27231
25047,Pof1b
25048,Kncn
25049,Gm49163
25050,Gm50417
25051,Gm33609
25052,Gm26793
25053,Amelx
25054,Zfp947
25055,Tlx2
25056,Gm17029
25057,Gm17203
25058,Gm48629
25059,4930579G18Rik
25060,Bst1
25061,Gm5122
25062,Obox3
25063,1700017N19Rik
25064,Gm14525
25065,Gm33619
25066,Gm32817
25067,1700013N06Rik
25068,Gm35986
25069,Gm32089
25070,Gm36445
25071,Psapl1
25072,Gm2895
25073,Hyal6
25074,Gm49636
25075,Gm20387
25076,Htr5a
25077,Gm37971
25078,Olfr777
25079,Gm28502
25080,Kbtbd12
25081,Fgl1
25082,Snorc
25083,Csprs
25084,Gm36862
25085,Gm46401
25086,Gm43948
25087,Fbxw27
25088,Ssc5d
25089,Gm42538
25090,1700063A18Rik
25091,Cfap57
25092,Gm43077
25093,Gm12316
25094,Gm49231
25095,Gm43135
25096,Usp26
25097,Gm46559
25098,Gm11234
25099,Olfr622
25100,Gm49801
25101,4930461G14Rik
25102,Gm39132
25103,Ccno
25104,Gm32468
25105,Gm50229
25106,Gm45518
25107,Gm12887
25108,Gm15927
25109,Gm50332
25110,Gm48215
25111,Wnk4
25112,Gm29019
25113,Gm48578
25114,Ceacam3
25115,Tonsl
25116,Btla
25117,Gm45885
25118,1700092K14Rik
25119,Gm15567
25120,Depdc1a
25121,Gm32052
25122,Gm38804
25123,1700064M15Rik
25124,Dcaf12l2
25125,Adad2
25126,Gm28941
25127,Gm34964
25128,Tmem184a
25129,Olfr709-ps1
25130,Gm48877
25131,Gm48860
25132,Cdhr5
25133,Gm43466
25134,Gm3848
25135,Spata20
25136,4930554H23Rik
25137,Pin1rt1
25138,Prss47
25139,Gm48402
25140,Gm43049
25141,Olfr1243
25142,Gm47153
25143,C820005J03Rik
25144,Gm10385
25145,Tmppe
25146,Gm31513
25147,4930524O07Rik
25148,Gm16001
25149,1700001F09Rik
25150,Olfr371
25151,Sirpb1c
25152,Flicr
25153,Pate6
25154,4930404A05Rik
25155,Olfr1219
25156,Gm49895
25157,4930505K14Rik
25158,Map4k1
25159,Tssk3
25160,Vmn2r29
25161,Olfr211
25162,Gm35041
25163,Gm40923
25164,Gm29361
25165,Gm47002
25166,1700027I24Rik
25167,Gm17216
25168,1700101I19Rik
25169,4930563E18Rik
25170,Gm5767
25171,Kpna2
25172,1700093J21Rik
25173,Mbd3l2
25174,Cldn23
25175,Gm37986
25176,Majin
25177,Gm8439
25178,Ccdc96
25179,E330011O21Rik
25180,Apoa2
25181,Serpinb9e
25182,4930526H09Rik
25183,Gm31408
25184,Gm29318
25185,Ugt2b34
25186,Mcoln2
25187,Acss2os
25188,1700112J05Rik
25189,Dnmt3bos
25190,Acp7
25191,Gm43387
25192,Gm12066
25193,Tmprss6
25194,Gm49735
25195,1700052H01Rik
25196,Gm39375
25197,Gm29477
25198,Zfp981
25199,1700011C11Rik
25200,A730065G17Rik
25201,Gm14232
25202,Gm49194
25203,Gm28887
25204,Gm10629
25205,Gm31621
25206,Gm49857
25207,1700001J04Rik
25208,Slc6a18
