,0
6968,Ypel5
6969,Tmf1
6970,Nup98
6971,Cebpa
6972,Casp12
6973,Pip4p2
6974,Tbc1d12
6975,Mapk6
6976,Rogdi
6977,Trrap
6978,Adss
6979,Ifit3
6980,Stac
6981,Jpx
6982,Gopc
6983,Scarletltr
6984,Atp2b3
6985,Gm21310
6986,B3glct
6987,Pom121
6988,Gm4675
6989,Llph
6990,Smim12
6991,Ubr4
6992,Ifih1
6993,Lama3
6994,Znrf4
6995,Abhd15
6996,Cntnap1
6997,Cops8
6998,Mphosph9
6999,Xpo1
7000,Fam53b
7001,Gm43464
7002,2610316D01Rik
7003,Acan
7004,Brd8
7005,Foxd2
7006,Cnot6
7007,Gm28175
7008,Olfr1086
7009,Plxnc1
7010,Tmem33
7011,Olfr652
7012,Gpr149
7013,9630002D21Rik
7014,Gm29233
7015,Esp6
7016,Atp11c
7017,Pyroxd2
7018,Rab40c
7019,Nfkbia
7020,Ecel1
7021,Cyp4f13
7022,Kcng4
7023,Car12
7024,Alx4
7025,Gtf2a1
7026,Hist1h1c
7027,Atp10a
7028,Sspnos
7029,Gm45091
7030,Gm50323
7031,Gpld1
7032,Vegfb
7033,Gm15527
7034,Tbc1d14
7035,Klf10
7036,Esp16
7037,Armc3
7038,Gm35189
7039,Snrpd2
7040,Gm20515
7041,Abl1
7042,Fam20b
7043,Gm4065
7044,Gask1a
7045,Fndc4
7046,Mrln
7047,S100a2
7048,Liph
7049,Zc3h7b
7050,Sirt3
7051,Acvr1
7052,Syt9
7053,Gm29139
7054,Dgcr6
7055,Gm15684
7056,Palm
7057,Strap
7058,Cep120
7059,Mtch2
7060,Cdk6
7061,Ap3b2
7062,Ap3d1
7063,St3gal1
7064,Gm3509
7065,Gm10115
7066,Cybb
7067,Ssbp4
7068,Gm9866
7069,Pcbp4
7070,Trav3-3
7071,Uba1y
7072,Clk4
7073,Nras
7074,Tmem150c
7075,Cstf2
7076,Pitpnm3
7077,Ddx39b
7078,BC051019
7079,Pld2
7080,Kcnv1
7081,Cntfr
7082,Chst7
7083,Zfc3h1
7084,Exoc2
7085,Srpr
7086,Sar1a
7087,Fhl2
7088,Adipor2
7089,Tgfbr1
7090,Tnfrsf19
7091,Rnf122
7092,Hephl1
7093,Tmem190
7094,Slc20a2
7095,Zic3
7096,Tmem147
7097,Rbpjl
7098,Psmd4
7099,Clptm1
7100,Gm14762
7101,Spryd7
7102,Crlf3
7103,Plekhg5
7104,Bche
7105,Rbm28
7106,Mbd3
7107,Ggt6
7108,Fstl1
7109,Rchy1
7110,Abcf1
7111,Gm15402
7112,Anxa1
7113,Ddx46
7114,Akirin1
7115,Serhl
7116,Dnajc10
7117,Ndufs1
7118,Sipa1l2
7119,Smad1
7120,Cwf19l2
7121,Slc6a15
7122,Arrdc3
7123,Pkd1
7124,Gdpd1
7125,Gm45805
7126,Gcnt2
7127,Cpeb1
7128,Rnf214
7129,Ptpn1
7130,Olfr1206
7131,Ing1
7132,Gm20500
7133,Hcn2
7134,Dpysl5
7135,Fam13a
7136,Jtb
7137,A930001A20Rik
7138,Zhx2
7139,Fyco1
7140,Alkbh5
7141,Rdh5
7142,Swt1
7143,Casc3
7144,Gm28935
7145,Txnl1
7146,Adgrv1
7147,Mybpc3
7148,Hook1
7149,N4bp1
7150,Brms1l
7151,Gm14204
7152,Flrt1
7153,Wipi1
7154,Rab24
7155,Traj30
7156,Plau
7157,AW551984
7158,Sntg2
7159,Mrpl57
7160,Fosl2
7161,Tnfrsf21
7162,Gemin7
7163,Adra1b
7164,Kdm1a
7165,Prss37
7166,Ncoa5
7167,Clip2
7168,Tmem175
7169,Fam169a
7170,Mia
7171,Trappc10
7172,Pdcd6ip
7173,A530084C06Rik
7174,Olfr785
7175,Trim46
7176,Slirp
7177,Nipal3
7178,Gm36908
7179,Gm32633
7180,B430010I23Rik
7181,4930452A19Rik
7182,Anp32e
7183,Smad4
7184,Psmd12
7185,Cxcr4
7186,Arl4a
7187,Chfr
7188,Suclg1
7189,Gm38411
7190,Ptpn22
7191,Rapgefl1
7192,Gnl1
7193,Ptgfr
7194,Gm13272
7195,Atp13a3
7196,Adamts12
7197,Gtf2ird1
7198,Parp9
7199,Ddi2
7200,Fxyd3
7201,Adipor1
7202,Git1
7203,Laptm4b
7204,Pthlh
7205,Gm19522
7206,Dhx15
7207,Tff3
7208,Pxk
7209,Barhl1
7210,Rbbp7
7211,Aifm3
7212,B430119L08Rik
7213,Stk38
7214,Lrrfip2
7215,Cnot10
7216,Ccdc186
7217,Man1c1
7218,Fam162b
7219,Slc9a6
7220,Gstk1
7221,Stx8
7222,Dennd4c
7223,Gpr101
7224,Mc5r
7225,Gm36827
7226,Wwc2
7227,Faah
7228,Mindy3
7229,Lpar3
7230,Srsf6
7231,Gspt1
7232,Rspo3
7233,B130011K05Rik
7234,Dagla
7235,BC006965
7236,Gnb4
7237,Dnah7b
7238,Gm43994
7239,Gm42931
7240,Nkx2-1
7241,Rer1
7242,Tmem156
7243,Cdk5rap2
7244,Parp3
7245,Rftn1
7246,Snhg20
7247,Stx5a
7248,1700009N14Rik
7249,Bcap29
7250,Gm32509
7251,Gm12159
7252,Rab7b
7253,Hipk3
7254,2510009E07Rik
7255,Krtcap2
7256,Gm12195
7257,Upf3b
7258,Fbxl3
7259,Wdr1
7260,Supt5
7261,Polr2f
7262,AU040320
7263,Dock2
7264,Atg16l1
7265,Dnlz
7266,Ryk
7267,Cdc42bpg
7268,Samd4b
7269,Lrrc3b
7270,A830021F12Rik
7271,BC005624
7272,Plec
7273,2310016G11Rik
7274,Fam3c
7275,Gm29290
7276,Tet2
7277,Olfr1040
7278,Gimap4
7279,Rab1b
7280,Tbcd
7281,Suclg2
7282,Bicdl1
7283,Reg3d
7284,Tex12
7285,Paupar
7286,Rnf111
7287,Npy6r
7288,Pnpla2
7289,Ppp3cc
7290,Gm2a
7291,Shc4
7292,Dmbx1
7293,Pde1b
7294,Vbp1
7295,Rapgef3os1
7296,1700100I10Rik
7297,Cct8
7298,B3gat2
7299,Gm45086
7300,Steap4
7301,Ifitm5
7302,Gm14207
7303,Brsk1
7304,Minar2
7305,Syde1
7306,Frs2
7307,Snhg12
7308,Jak2
7309,Cep85l
7310,Nat8f4
7311,Lypd6b
7312,Katnal1
7313,Trem1
7314,U2af2
7315,Polr2a
7316,Insig1
7317,Gm4985
7318,Bicc1
7319,Gamt
7320,Itih2
7321,C1qtnf5
7322,Limd2
7323,Thap2
7324,Magee1
7325,Smpd2
7326,Gm11415
7327,Gm35229
7328,Rap2b
7329,Ipo11
7330,Scp2
7331,Gm41708
7332,Ece1
7333,Micu2
7334,Ranbp17
7335,E330009J07Rik
7336,S100a14
7337,Ighv1-38
7338,Ipo8
7339,Irak4
7340,Mdn1
7341,Sgce
7342,Zmym5
7343,Gm43269
7344,Glce
7345,Vcl
7346,Tbc1d9b
7347,Grk5
7348,Hyal5
7349,Mdk
7350,Lce1i
7351,Gm50295
7352,Gm12326
7353,Ppib
7354,Rcbtb1
7355,Hdc
7356,Vma21
7357,Limk2
7358,Vamp1
7359,Cuta
7360,Traj31
7361,Tmem223
7362,Fbxo34
7363,Gm48370
7364,Eda2r
7365,9330158H04Rik
7366,Snx16
7367,Ric3
7368,Efs
7369,Gm15478
7370,Olfr460
7371,Inppl1
7372,Aqp6
7373,Esf1
7374,Gm33027
7375,Pamr1
7376,Gpatch2
7377,Atraid
7378,Gm10392
7379,Gm13708
7380,Pim3
7381,Ddb1
7382,Selenos
7383,Ints6l
7384,Fzd7
7385,Tmcc2
7386,Pi4k2a
7387,Gm12223
7388,Gm10030
7389,Gm48449
7390,Ckap2l
7391,Gm11205
7392,Gm38393
7393,Yy1
7394,Smpdl3a
7395,Gm36617
7396,Ephb2
7397,B930095G15Rik
7398,Gm28863
7399,Nat14
7400,Ctdspl2
7401,Lamp2
7402,Acly
7403,Gm19582
7404,Hist1h3a
7405,Ighd
7406,Ddx1
7407,Gm38576
7408,Gm16083
7409,Rhbdl3
7410,Gm15810
7411,Elovl1
7412,Gm11377
7413,Dusp14
7414,Dyrk2
7415,G0s2
7416,Myh15
7417,Tm2d2
7418,D1Ertd622e
7419,Exph5
7420,Dnase2a
7421,D5Ertd605e
7422,Gm15640
7423,Dmrta2
7424,Klk8
7425,Acacb
7426,Tmed5
7427,Tnk2
7428,Slc9a7
7429,Adamtsl5
7430,Lhcgr
7431,Snapc5
7432,Smim26
7433,Cdk11b
7434,Stam
7435,Cpne6
7436,Npnt
7437,Csf1
7438,Gm10687
7439,Ick
7440,Bricd5
7441,Txndc17
7442,Tmem220
7443,Snx1
7444,Bzw2
7445,Psenen
7446,Pdcd10
7447,Micall1
7448,Dct
7449,Rims4
7450,Sucnr1
7451,Lncppara
7452,Cacna1i
7453,Tfcp2l1
7454,Mrpl43
7455,Acvr1b
7456,Cdc14b
7457,Pced1b
7458,Anxa8
7459,Arhgef37
7460,Grp
7461,Ins1
7462,Pnp
7463,Ivd
7464,Kat7
7465,Plekhm2
7466,Skap2
7467,Deptor
7468,Mrps18a
7469,Olfr502
7470,Cep126
7471,Slamf8
7472,Ipo5
7473,Jmy
7474,2610001J05Rik
7475,Gjc1
7476,Dhcr24
7477,Rnf41
7478,Sema7a
7479,Camk1
7480,Cul4a
7481,Tbce
7482,Gm15222
7483,Gm33727
7484,Hagh
7485,Jade1
7486,Ctsm
7487,S1pr2
7488,Paxx
7489,Ecm2
7490,Slain1
7491,Slpi
7492,Gm11713
7493,Dpp8
7494,Tram2
7495,Pttg1ip
7496,Rnf146
7497,Peg10
7498,Osbpl10
7499,Asxl3
7500,Tubb4b
7501,Rgs2
7502,A530053G22Rik
7503,Gm29264
7504,Rtp4
7505,St8sia5
7506,Gm34312
7507,Ikbke
7508,Camkk1
7509,Gm26728
7510,Fbxl2
7511,Rnf38
7512,Khdc4
7513,Hibadh
7514,Prpf38b
7515,Cpsf7
7516,Nhlrc2
7517,Gm28865
7518,2900026A02Rik
7519,Sspn
7520,Greb1l
7521,Gm17276
7522,Myo1b
7523,Olfr1352
7524,A930017K11Rik
7525,Pwwp2a
7526,Ankra2
7527,Abcd2
7528,Atg10
7529,Srpk1
7530,Bhlhb9
7531,Safb
7532,Foxn2
7533,Gm16576
7534,Ireb2
7535,9330188P03Rik
7536,Igfbpl1
7537,Tle1
7538,Apol7c
7539,Gm13889
7540,Nsun2
7541,Lin28b
7542,Nbl1
7543,Cavin3
7544,1700001C19Rik
7545,Sptssa
7546,Adamts18
7547,Pdgfc
7548,Rcor1
7549,Nudt21
7550,Ptov1
7551,Bhlhe41
7552,F730043M19Rik
7553,Ssu72
7554,Gm807
7555,Fam234a
7556,Smgc
7557,Wdr45b
7558,4933431E20Rik
7559,Gorasp2
7560,Exoc6
7561,Sec61a1
7562,Aamp
7563,Cox8b
7564,Gm16155
7565,Gm14662
7566,Gpnmb
7567,Nvl
7568,Zfp280c
7569,Endou
7570,Egln2
7571,Pax2
7572,Gm41495
7573,Ccdc69
7574,Olfr1311
7575,Gm17535
7576,Fbxo7
7577,Scn5a
7578,Gm20234
7579,Pcsk1
7580,Adam11
7581,Naa38
7582,1700009J07Rik
7583,Snhg6
7584,Zfp131
7585,Gm26532
7586,Tas2r123
7587,Tspan17
7588,Gm48073
7589,Flnc
7590,Ssr4
7591,Exd2
7592,Il17rd
7593,Kif3b
7594,Cpne2
7595,Gm28652
7596,Slc16a12
7597,BC051408
7598,Slc24a4
7599,Pbk
7600,Mtor
7601,Ak1
7602,Apoa4
7603,Fbxw15
7604,Pln
7605,Trib1
7606,Tspyl2
7607,Tbxa2r
7608,Hpx
7609,Fam193b
7610,Gm38619
7611,Vegfa
7612,Med14
7613,Palmd
7614,Mif4gd
7615,4930405A10Rik
7616,1700025H01Rik
7617,Ube2j2
7618,Rnf4
7619,Rnf24
7620,Tbx19
7621,Ndufb6
7622,Dph6
7623,Fhl1
7624,Gm39323
7625,Col9a3
7626,Safb2
7627,Cib2
7628,Ndp
7629,Hormad2
7630,Dusp1
7631,Ackr3
7632,Vps37a
7633,Gm32122
7634,Slc1a5
7635,Sae1
7636,Gm15907
7637,H2-Aa
7638,Slc4a3
7639,Sp4
7640,Prdm8
7641,Catspere2
7642,Gm28730
7643,Ttll6
7644,Paxbp1
7645,Islr2
7646,Tgs1
7647,Hey2
7648,Kif7
7649,Gm35188
7650,Bcl6b
7651,Gm28651
7652,Tex14
7653,Dido1
7654,Caskin1
7655,Cebpz
7656,Tbc1d1
7657,Nim1k
7658,Anp32b
7659,Cap1
7660,Fam217b
7661,Fbrsl1
7662,Trac
7663,Rhox2g
7664,Anxa4
7665,Sypl
7666,Pogz
7667,Hmga2
7668,Mtmr12
7669,Traj27
7670,Paip2b
7671,Anxa11os
7672,Nhlrc4
7673,Mfn1
7674,Sil1
7675,Zc3h7a
7676,Plch1
7677,Lancl2
7678,Tmem181a
7679,Egln1
7680,Bik
7681,Fxr2
7682,Ccm2
7683,Gm41138
7684,Cd209e
7685,Ldah
7686,Raly
7687,Pam16
7688,Mtmr9
7689,Dzip1
7690,Gm15322
7691,Anks1
7692,Kctd3
7693,Psmc3
7694,Eprs
7695,B430319H21Rik
7696,Cct5
7697,Gm21477
7698,Irx3
7699,Api5
7700,Atg9a
7701,Smarcd3
7702,Gm29539
7703,Ddx58
7704,Ubald1
7705,Tor1aip2
7706,Lamtor3
7707,Mirt1
7708,Etf1
7709,Atpaf1
7710,Cdc42ep2
7711,Ifi27l2a
7712,Prdm6
7713,Efnb2
7714,1700017M07Rik
7715,Gm45022
7716,Tmem134
7717,Rest
7718,Elk3
7719,Stard5
7720,Thap3
7721,Medag
7722,Clip4
7723,Uqcrc1
7724,Dph3
7725,Nipa1
7726,Gm41556
7727,Gm30624
7728,Phtf1
7729,Capn15
7730,Gm3594
7731,Ubxn7
7732,Fbxo10
7733,Cul9
7734,Olfr935
7735,Apopt1
7736,Selenoi
7737,Bfar
7738,Snhg18
7739,Far2
7740,Fam102b
7741,D10Wsu102e
7742,Rnf141
7743,Gclm
7744,Olfr198
7745,Commd10
7746,Zc3h6
7747,Dhx57
7748,Adam33
7749,Ctnna1
7750,Washc4
7751,Srxn1
7752,Tmem91
7753,Gfra4
7754,Gm41836
7755,Sp7
7756,Cotl1
7757,Uba1
7758,Gclc
7759,Stat3
7760,Gpam
7761,Gm45824
7762,Vsig10
7763,Rab29
7764,Tmem243
7765,Gm49796
7766,Slc6a3
7767,P4hb
7768,Abca5
7769,Gm12116
7770,Trp53inp2
7771,Zfp654
7772,Spg20
7773,Egfros
7774,Rpn1
7775,Zswim5
7776,Lyzl4
7777,D030046N08Rik
7778,Acot13
7779,Ip6k3
7780,Cdc26
7781,Mdga1
7782,Gnptab
7783,Fbxo28
7784,4933421A08Rik
7785,Syt14
7786,Ccdc80
7787,Gm43065
7788,Tubb2b
7789,Zfp512
7790,Gm33228
7791,Ifnz
7792,Atl3
7793,Lrrn3
7794,Larp1b
7795,Ptprb
7796,Gm48428
7797,Gpr62
7798,Gm34256
7799,Olfr132
7800,Lrrc1
7801,Midn
7802,4933433H22Rik
7803,Smarcad1
7804,Thsd4
7805,Ccdc3
7806,4933413C19Rik
7807,Gm45037
7808,Slc5a11
7809,Gkn3
7810,Med1
7811,Cdc37
7812,Lmntd1
7813,Ifrd1
7814,Yeats2
7815,Cir1
7816,Orm1
7817,Ppp6c
7818,Otx1
7819,Hotairm1
7820,Gm36001
7821,Ccdc88b
7822,Ifi30
7823,A830009L08Rik
7824,Rhobtb3
7825,Ggt7
7826,Lin52
7827,Tmem127
7828,D130009I18Rik
7829,Gm33308
7830,Fgd3
7831,I730030J21Rik
7832,Snx5
7833,Ppfia3
7834,Ptchd1
7835,Rab8b
7836,Neurl1a
7837,Mrpl51
7838,Polr2i
7839,Adrb1
7840,Commd3
7841,Sfxn3
7842,Vps35l
7843,Gm39473
7844,Tagln
7845,Usp3
7846,Olfr292
7847,Gm30928
7848,Prodh
7849,Pcdh1
7850,Txndc15
7851,Hacd2
7852,Nap1l2
7853,Gm10719
7854,Adamts3
7855,Plaa
7856,Mei4
7857,Nmur2
7858,Amotl2
7859,Smurf1
7860,Timp4
7861,Usp40
7862,Gm36011
7863,Anxa11
7864,Kcnh3
7865,Max
7866,Olfr1386
7867,H1f0
7868,Antxr2
7869,Tspyl5
7870,Mbd2
7871,Aida
7872,St8sia4
7873,Gm32389
7874,Dgke
7875,Mb21d2
7876,Gm44588
7877,Ppargc1b
7878,Dact3
7879,Thsd1
7880,Gm9917
7881,Itprid2
7882,Rbm3
7883,Dpm2
7884,Clcn6
7885,Ksr1
7886,AW822073
7887,Lce3e
7888,Nagk
7889,Adamts17
7890,Asic4
7891,Ankrd10
7892,Emilin2
7893,Prdx6
7894,1190005I06Rik
7895,4933402J07Rik
7896,Sestd1
7897,Washc2
7898,Slc25a36
7899,Helz2
7900,Glra1
7901,Hdhd2
7902,Frmpd1os
7903,Slc49a4
7904,Ccdc30
7905,Glo1
7906,Masp1
7907,Mapkapk3
7908,Ier2
7909,Nop53
7910,Acsl1
7911,Emc3
7912,Hnrnpul1
7913,Gm17749
7914,Txlng
7915,Chrnb3
7916,Eif1a
7917,Gm48221
7918,Pikfyve
7919,C230035I16Rik
7920,Mta3
7921,Car3
7922,Ccnl1
7923,Ssxb3
7924,Ctsz
7925,Clybl
7926,Armcx3
7927,Prss23
7928,Gm40987
7929,Pde3b
7930,Gm29455
7931,Olfr380
7932,Bloc1s2
7933,Zkscan3
7934,Cul2
7935,Lxn
7936,Gm15831
7937,Olfr654
7938,Ssty2
7939,1010001B22Rik
7940,Cinp
7941,Hist1h2be
7942,Inhba
7943,Prxl2a
7944,Rbm46
7945,Trappc4
7946,AI467606
7947,Prelid3a
7948,Epop
7949,Gm44867
7950,Fnip2
7951,Gm765
7952,Abcb7
7953,Svip
7954,Gm37240
7955,1700025N23Rik
7956,Lrrc8c
7957,Prr7
7958,Gm12789
7959,Preb
7960,Grsf1
7961,Stk19
7962,Ufd1
7963,Tmem260
7964,Taf1d
7965,Gm42397
7966,Uncx
7967,Rpp25
7968,Golga1
7969,Ttbk1
7970,Yae1d1
7971,Ackr1
7972,Col11a2
7973,Chrna6
7974,Slc25a44
7975,Minpp1
7976,Cpox
7977,Spink10
7978,4930447K03Rik
7979,Krcc1
7980,Slc6a7
7981,Galnt10
7982,Map6d1
7983,Mylk
7984,Bcar3
7985,Brdt
7986,Gm32093
7987,Chga
7988,Vwa7
7989,Ifngr1
7990,Memo1
7991,Kif19a
7992,Atp11a
7993,Khsrp
7994,Sccpdh
7995,BC052040
7996,Cd27
7997,Diras1
7998,Lsm1
7999,Limd1
8000,Atoh8
8001,Parp6
8002,Alms1
8003,Cd46
8004,Gm49767
8005,Scn4b
8006,Pxn
8007,Olfr43
8008,Slc4a8
8009,Rgs16
8010,Prkg2
8011,Htr7
8012,Trappc2
8013,Gm48545
8014,Agap2
8015,Smc5
8016,Gm48814
8017,Gm39460
8018,Ets2
8019,Mau2
8020,Pik3c2b
8021,Il17ra
8022,Praf2
8023,Csnk1g2
8024,Ly6d
8025,Ighv2-7
8026,Tceal6
8027,Kif6
8028,Hacd1
8029,Atg13
8030,D5Ertd577e
8031,Ttc12
8032,Tmem246
8033,Uqcc1
8034,Reps1
8035,A830019P07Rik
8036,Gm49432
8037,Extl2
8038,1500009L16Rik
8039,Rraga
8040,Col8a1
8041,Vps4a
8042,Tm7sf3
8043,Hist1h2bn
8044,Ulk4
8045,Ccp110
8046,Pik3ip1
8047,Plekhj1
8048,Olfr1221
8049,Metap1d
8050,Chrnb4
8051,Acss2
8052,Trmt112
8053,Gm44662
8054,Tmem170b
8055,Abcd3
8056,Numbl
8057,Gm15856
8058,Gm20911
8059,Gm15444
8060,Ddit4
8061,Aggf1
8062,E130310I04Rik
8063,Gm44109
8064,4930447C04Rik
8065,Ptar1
8066,Plekho1
8067,Ak3
8068,Olfr195
8069,Papss1
8070,Atp6v0e
8071,Dok5
8072,Zdhhc8
8073,Lin7c
8074,9330111N05Rik
8075,Enpp4
8076,Dot1l
8077,Lnx2
8078,Gm45218
8079,Kyat3
8080,Map7d3
8081,Gm42196
8082,Gm13032
8083,Gm41693
8084,Myh9
8085,Gm10399
8086,Lad1
8087,Arih2
8088,4921511C10Rik
8089,Rpn2
8090,H2-Q7
8091,Cables1
8092,Pet100
8093,Cytip
8094,Yap1
8095,Tmem198b
8096,Elp5
8097,Wrb
8098,Tcf7
8099,Slc51b
8100,Tmco1
8101,Gm36849
8102,Tiparp
8103,Dchs2
8104,Prr13
8105,Pcdh20
8106,Ilf3
8107,Shank3
8108,Dsc3
8109,Tob2
8110,Cirbp
8111,Gm15472
8112,Zbp1
8113,Pdlim7
8114,Lzts2
8115,Kif18b
8116,Gm33782
8117,Dapk2
8118,Dmwd
8119,Mtmr10
8120,Trmt1l
8121,M6pr
8122,Glod4
8123,Gak
8124,Parg
8125,Tgfbr3
8126,Wfdc5
8127,Itprip
8128,Lrrc8a
8129,Hacl1
8130,Gm45515
8131,Chic2
8132,Pank2
8133,Dcxr
8134,Irak1bp1
8135,Cenpc1
8136,Strada
8137,Snapc3
8138,Ces4a
8139,Klhdc2
8140,Olfr653
8141,Slc4a1
8142,Gm16759
8143,Xrn2
8144,Aldh6a1
8145,Ing2
8146,Gm47237
8147,Wsb1
8148,Trim3
8149,Lmo2
8150,Sdhaf4
8151,Cbfb
8152,Slc5a3
8153,Rxylt1
8154,Ccdc127
8155,Snx21
8156,Mxra8
8157,D130043K22Rik
8158,Rasd2
8159,Dipk1a
8160,2810403D21Rik
8161,Hrk
8162,Amd1
8163,Cyb561
8164,S100a4
8165,Map3k13
8166,Mrpl27
8167,Rufy2
8168,Tmem95
8169,Aip
8170,Gm21738
8171,Traj11
8172,Rtcb
8173,Ccng1
8174,1110032A03Rik
8175,Ext2
8176,Gm47077
8177,Galnt2
8178,Entr1
8179,Chst8
8180,AI849053
8181,Dcaf17
8182,Card19
8183,Hypk
8184,Gm35692
8185,4922502N22Rik
8186,Copz1
8187,Abca8b
8188,Ankfy1
8189,Dusp18
8190,Gm47939
8191,Gm26674
8192,Gm11274
8193,Col26a1
8194,Gfod2
8195,Uqcc3
8196,Tmem183a
8197,Dnajb5
8198,B230206H07Rik
8199,Mpig6b
8200,Rtkn
8201,Chd1
8202,Pabpc4
8203,Omg
8204,Kcnrg
8205,Scfd1
8206,4930570D08Rik
8207,Gtf3c2
8208,Kif16b
8209,Ilf2
8210,Pdia6
8211,Col13a1
8212,Gm48946
8213,Serinc2
8214,Spats2
8215,Brd7
8216,Cdh22
8217,Gm20631
8218,Dnajb1
8219,Gm17455
8220,C030037D09Rik
8221,Cckbr
8222,Spag16
8223,Taldo1
8224,Abcg2
8225,Pate11
8226,Gm15471
8227,Pfdn6
8228,Pabpc4l
8229,Abca3
8230,Fam173a
8231,Ddrgk1
8232,Speg
8233,Gm17660
8234,Cacng7
8235,Spint5
8236,Nfatc3
8237,Phf6
8238,Tsg101
8239,Lcn3
8240,Gm10801
8241,Ythdc2
8242,Gm21103
8243,Map3k4
8244,Psd2
8245,Yars
8246,Mfap3
8247,1700058P15Rik
8248,Lsm14a
8249,Trak2
8250,Gm9968
8251,Rars2
8252,Tspan8
8253,Cdk2ap1
8254,Olfr1113
8255,Sgca
8256,Lratd1
8257,Acp2
8258,4930412L05Rik
8259,Tmem258
8260,Fasn
8261,Sf3b5
8262,Fosb
8263,Ldlr
8264,Krtap11-1
8265,Nr4a3
8266,Prss50
8267,Syne2
8268,Gm31105
8269,Mea1
8270,Tox4
8271,Arrdc2
8272,Plekha7
8273,Gpat4
8274,Sbf1
8275,Mustn1
8276,Usp8
8277,Rcc2
8278,Mlec
8279,Traj12
8280,Ankrd13a
8281,Lpcat3
8282,Lypd2
8283,Ankrd45
8284,Cav2
8285,Tbcel
8286,P2ry2
8287,Arhgap29
8288,Ppp4r3a
8289,Gm48107
8290,Zfp846
8291,Suco
8292,Pacsin2
8293,Ccbe1
8294,Gm28827
8295,Olfr851
8296,Usp6nl
8297,Rnf20
8298,Hoxd8
8299,Zkscan1
8300,Gm17571
8301,Gng8
8302,AI646519
8303,Hs3st1
8304,Rnf145
8305,Agbl2
8306,Drosha
8307,B4galt5
8308,Ppp1r10
8309,Gm32568
8310,Gm43136
8311,Gm15650
8312,Pcf11
8313,Tomm40
8314,Polr2l
8315,Gm20416
8316,Abce1
8317,Faf2
8318,Tnpo2
8319,Lmo1
8320,Pex13
8321,Cyp39a1
8322,Fmo4
8323,Ufm1
8324,Vps50
8325,Snrpd3
8326,Olfr520
8327,Amn1
8328,Gm44763
8329,H13
8330,Klf15
8331,Raver2
8332,Parvb
8333,Zfp740
8334,Bmp3
8335,Dock6
8336,Setd1b
8337,Eci1
8338,Vwa5a
8339,Ddit3
8340,Bcor
8341,Tpp2
8342,Gm4221
8343,Tirap
8344,Ccdc146
8345,Thbs2
8346,Gm19938
8347,Pcyox1
8348,Cyb5r4
8349,Stac2
8350,Nsrp1
8351,Erlec1
8352,Rnf44
8353,Map3k12
8354,Defb35
8355,Ly6g6f
8356,Banf1
8357,Mcts1
8358,Cox20
8359,Gm36595
8360,Grm4
8361,Pcolce2
8362,Olfr1513
8363,Rufy1
8364,Platr22
8365,Usp13
8366,Agps
8367,Odf3
8368,Pdzd8
8369,Slc27a1
8370,Trim21
8371,Zfp692
8372,Rab10os
8373,Rnf138
8374,Mindy1
8375,Sp3
8376,Ganab
8377,Wdr83os
8378,Mgat4a
8379,Coprs
8380,Ppp1r37
8381,Virma
8382,Usp37
8383,Srcap
8384,Sspo
8385,Apc2
8386,Ostc
8387,Gm10721
8388,Trappc3
8389,Gm43091
8390,Olfr1033
8391,Hgf
8392,Tmem161b
8393,Kiz
8394,Sap130
8395,Smarca1
8396,Ifitm10
8397,Gm12709
8398,Dlx6
8399,Fut10
8400,Degs1
8401,Ak4
8402,Tkt
8403,Gabrq
8404,Gm20905
8405,Usp48
8406,Ube2z
8407,Krtap7-1
8408,1810026B05Rik
8409,5830408C22Rik
8410,Mpv17
8411,Maea
8412,Bmp1
8413,Oas1g
8414,Srsf4
8415,Tdo2
8416,Psmb4
8417,Gm37574
8418,Trpc7
8419,Gm20929
8420,Neb
8421,Gm40652
8422,Lemd3
8423,Lrig2
8424,Uba5
8425,Zfp239
8426,Sar1b
8427,Gm45460
8428,Irs4
8429,Usp5
8430,Duoxa1
8431,Spcs3
8432,Sf3b3
8433,Plxnd1
8434,Defb42
8435,Trex1
8436,Cabin1
8437,Ube2f
8438,Psmb7
8439,1700083H02Rik
8440,Txndc11
8441,Ccdc82
8442,Vsx2
8443,Ctdsp2
8444,Tasor2
8445,Gm49958
8446,Ubp1
8447,Rnf144b
8448,Tbcb
8449,Sppl2a
8450,Dnajb13
8451,Atg4c
8452,St6galnac2
8453,Sri
8454,Psmb6
8455,Uba6
8456,Ythdf2
8457,Letm2
8458,Gm34466
8459,Gm10800
8460,Snx6
8461,Gm31036
8462,Tiprl
8463,Mab21l2
8464,Eya3
8465,Fsd1l
8466,Sbds
8467,Bsx
8468,Mtmr7
8469,Vmn1r89
8470,Gm15738
8471,Eftud2
8472,Stxbp4
8473,Zfp236
8474,Gm12336
8475,Gm7480
8476,Gm10717
8477,Gstm5
8478,Blmh
8479,8430419K02Rik
8480,Tspoap1
8481,Ttc9
8482,Irx5
8483,Gna13
8484,Parp12
8485,Trim8
8486,Slc4a7
8487,Scel
8488,Rilpl1
8489,Clns1a
8490,Med15
8491,Me1
8492,Gprin3
8493,Gdf10
8494,Prpf39
8495,A530058N18Rik
8496,Avl9
8497,Notumos
8498,Supt20
8499,Nabp2
8500,Lrpprc
8501,Col24a1
8502,Zbtb7c
8503,Morn3
8504,Six3os1
8505,Plpbp
8506,Maz
8507,Pcif1
8508,Triobp
